Image ID,Post ID,Ticket ID,Summary ,Image URL,Image Identifier,post Longitude,Post Latitude,main category,Cat option 1,Cat option 2,Cat option 3,Cat option 4,url working
774,2012,,"The roads in ijegun needs urgent attention, the whole road is bad ",http://rrci.rarare.com/photos/2012.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjAxMi4xLm1vYmlsZS5qcGVn,3.259558439,6.516494274,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,FALSE
775,2011,,Heap of refuse at ije ododo bustop in ijegun needs evacuation ,http://rrci.rarare.com/photos/2011.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjAxMS4xLm1vYmlsZS5qcGVn,3.259558439,6.516494274,waste management,poor healthcare facilities,burst water pipe,lack of healthcare in my locale,public locale is dirty,FALSE
776,2010,,Heap of refuse at ije ododo bustop in ijegun needs evacuation ,http://rrci.rarare.com/photos/2010.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjAxMC4xLm1vYmlsZS5qcGVn,3.259558439,6.516494274,waste management,poor healthcare facilities,burst water pipe,lack of healthcare in my locale,public locale is dirty,FALSE
777,2007,,The road on camp road ayobo ipaja is in a terrible state ,http://rrci.rarare.com/photos/2007.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjAwNy4xLm1vYmlsZS5qcGVn,3.241066456,6.601076126,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,FALSE
778,2006,,The road on camp road ayobo ipaja is in a terrible state ,http://rrci.rarare.com/photos/2006.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjAwNi4xLm1vYmlsZS5qcGVn,3.241066456,6.601076126,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,FALSE
779,2005,,The road on camp road ayobo ipaja is in a terrible state ,http://rrci.rarare.com/photos/2005.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjAwNS4xLm1vYmlsZS5qcGVn,3.241066456,6.601076126,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,FALSE
780,2004,,The road on camp road ayobo ipaja is in a terrible state ,http://rrci.rarare.com/photos/2004.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjAwNC4xLm1vYmlsZS5qcGVn,3.241066456,6.601076126,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,FALSE
781,2003,,The road on camp road ayobo ipaja is in a terrible state ,http://rrci.rarare.com/photos/2003.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjAwMy4xLm1vYmlsZS5qcGVn,3.241066456,6.601076126,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,FALSE
782,2002,,The road on camp road ayobo ipaja is in a terrible state ,http://rrci.rarare.com/photos/2002.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjAwMi4xLm1vYmlsZS5qcGVn,3.241066456,6.601076126,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,FALSE
783,2001,,The road on camp road ayobo ipaja is in a terrible state ,http://rrci.rarare.com/photos/2001.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjAwMS4xLm1vYmlsZS5qcGVn,3.241066456,6.601076126,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,FALSE
784,2000,,The road on camp road ayobo ipaja is in a terrible state ,http://rrci.rarare.com/photos/2000.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjAwMC4xLm1vYmlsZS5qcGVn,3.241066456,6.601076126,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,FALSE
785,1999,,The road on camp road ayobo ipaja is in a terrible state ,http://rrci.rarare.com/photos/1999.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk5OS4xLm1vYmlsZS5qcGVn,3.241066456,6.601076126,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,FALSE
786,1998,,The road on camp road ayobo ipaja is in a terrible state ,http://rrci.rarare.com/photos/1998.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk5OC4xLm1vYmlsZS5qcGVn,3.241066456,6.601076126,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,FALSE
787,1997,,The road on camp road ayobo ipaja is in a terrible state ,http://rrci.rarare.com/photos/1997.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk5Ny4xLm1vYmlsZS5qcGVn,3.241066456,6.601076126,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,FALSE
788,1996,,The road on camp road ayobo ipaja is in a terrible state ,http://rrci.rarare.com/photos/1996.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk5Ni4xLm1vYmlsZS5qcGVn,3.241066456,6.601076126,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
789,1995,,The road on camp road ayobo ipaja is in a terrible state ,http://rrci.rarare.com/photos/1995.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk5NS4xLm1vYmlsZS5qcGVn,3.241066456,6.601076126,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,FALSE
790,1994,,Roads in ipaja ayobo in lagos are in terrible state. This is infront of  honeyland schools opposite abesan estate gate. ,http://rrci.rarare.com/photos/1994.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk5NC4xLm1vYmlsZS5qcGVn,3.27267766,6.60927248,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,FALSE
791,1993,,Roads in ipaja ayobo in lagos are in terrible state. This is infront of  honeyland schools opposite abesan estate gate. ,http://rrci.rarare.com/photos/1993.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk5My4xLm1vYmlsZS5qcGVn,3.263953924,6.610246181,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
792,1992,,Roads in ipaja ayobo in lagos are in terrible state. This is infront of  honeyland schools opposite abesan estate gate. ,http://rrci.rarare.com/photos/1992.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk5Mi4xLm1vYmlsZS5qcGVn,3.263953924,6.610246181,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,FALSE
793,1991,,Roads in ipaja ayobo in lagos are in terrible state. This is infront of  honeyland schools opposite abesan estate gate. ,http://rrci.rarare.com/photos/1991.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk5MS4xLm1vYmlsZS5qcGVn,3.263953924,6.610246181,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,FALSE
794,1990,,"Refuse on the road of command road, ipaja Lagos ",http://rrci.rarare.com/photos/1990.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk5MC4xLm1vYmlsZS5qcGVn,3.2561028,6.615688801,rubbish on the street,risk of disease outbreak,waste management,public locale is dirty,dead animal,FALSE
795,1989,,Major roads in command road ipaja is in a terrible state ,http://rrci.rarare.com/photos/1989.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk4OS4xLm1vYmlsZS5qcGVn,3.2561028,6.615688801,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,FALSE
796,1988,,Major roads in command road ipaja is in a terrible state ,http://rrci.rarare.com/photos/1988.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk4OC4xLm1vYmlsZS5qcGVn,3.2561028,6.615688801,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,FALSE
797,1987,,Major roads in command road ipaja is in a terrible state ,http://rrci.rarare.com/photos/1987.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk4Ny4xLm1vYmlsZS5qcGVn,3.2561028,6.615688801,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,FALSE
798,1986,,Dirty gutter with stagnant water pool. It is dangerous to resident health ,http://rrci.rarare.com/photos/1986.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk4Ni4xLm1vYmlsZS5qcGVn,3.291784286,6.600384712,stagnant water pool,flooding,lack of healthcare in my locale,risk of disease outbreak,"pollution - streams, rivers, lakes",FALSE
799,1985,,Dirts were removed from the gutter and left on the main road. It is an eyesore ,http://rrci.rarare.com/photos/1985.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk4NS4xLm1vYmlsZS5qcGVn,3.26393652,6.638890743,rubbish on the street,risk of disease outbreak,waste management,public locale is dirty,dead animal,FALSE
800,1984,,Dirts were removed from the gutter and left on the main road. It is an eyesore ,http://rrci.rarare.com/photos/1984.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk4NC4xLm1vYmlsZS5qcGVn,3.291784286,6.600384712,rubbish on the street,risk of disease outbreak,waste management,public locale is dirty,dead animal,FALSE
801,1983,,"Dirty gutter and bad road opposite decoolant hotel, command road, ipaja in lagos ",http://rrci.rarare.com/photos/1983.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk4My4xLm1vYmlsZS5qcGVn,3.26393652,6.638890743,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,FALSE
802,1982,,"Dirty gutter and bad road opposite decoolant hotel, command road, ipaja in lagos ",http://rrci.rarare.com/photos/1982.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk4Mi4xLm1vYmlsZS5qcGVn,3.26393652,6.638890743,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,FALSE
803,1981,,Flood on ogunlana drive in surulere Lagos ,http://rrci.rarare.com/photos/1981.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk4MS4xLm1vYmlsZS5qcGVn,3.35255003,6.50688982,flooding,,,,,TRUE
804,1980,,The road of makun street in sagamu is in a terrible state ,http://rrci.rarare.com/photos/1980.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk4MC4xLm1vYmlsZS5qcGVn,3.639448404,6.850487232,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,FALSE
805,1979,,The road of makun street in sagamu is in a terrible state ,http://rrci.rarare.com/photos/1979.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk3OS4xLm1vYmlsZS5qcGVn,3.639448404,6.850487232,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,FALSE
806,1978,,The road of makun street in sagamu is in a terrible state ,http://rrci.rarare.com/photos/1978.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk3OC4xLm1vYmlsZS5qcGVn,3.639448404,6.850487232,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,FALSE
807,1977,,The road of makun street in sagamu is in a terrible state ,http://rrci.rarare.com/photos/1977.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk3Ny4xLm1vYmlsZS5qcGVn,3.639448404,6.850487232,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,FALSE
808,1976,,The road of makun street in sagamu is in a terrible state ,http://rrci.rarare.com/photos/1976.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk3Ni4xLm1vYmlsZS5qcGVn,3.639448404,6.850487232,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,FALSE
809,1975,,The road of makun street in sagamu is in a terrible state ,http://rrci.rarare.com/photos/1975.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk3NS4xLm1vYmlsZS5qcGVn,3.639448404,6.850487232,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,FALSE
810,1974,,The road of makun street in sagamu is in a terrible state ,http://rrci.rarare.com/photos/1974.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk3NC4xLm1vYmlsZS5qcGVn,3.639448404,6.850487232,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,FALSE
811,1973,,Heap of refuse on the street of igando new town ,http://rrci.rarare.com/photos/1973.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk3My4xLm1vYmlsZS5qcGVn,3.242313623,6.552015781,waste management,poor healthcare facilities,burst water pipe,lack of healthcare in my locale,public locale is dirty,FALSE
812,1972,,Stagnant water pool on ukwu road in abia state. The road there are also very terrible and requires urgent attention ,http://rrci.rarare.com/photos/1972.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk3Mi4xLm1vYmlsZS5qcGVn,7.521659851,5.44474268,stagnant water pool,flooding,lack of healthcare in my locale,risk of disease outbreak,"pollution - streams, rivers, lakes",TRUE
813,1971,,Stagnant water pool on okwu road in abia state. The road there are also very terrible and requires urgent attention ,http://rrci.rarare.com/photos/1971.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk3MS4xLm1vYmlsZS5qcGVn,7.521659851,5.44474268,stagnant water pool,flooding,lack of healthcare in my locale,risk of disease outbreak,"pollution - streams, rivers, lakes",TRUE
814,1970,,Stagnant water pool on ukwu road in abia state. The road there are also very terrible and requires urgent attention ,http://rrci.rarare.com/photos/1970.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk3MC4xLm1vYmlsZS5qcGVn,7.521659851,5.44474268,stagnant water pool,flooding,lack of healthcare in my locale,risk of disease outbreak,"pollution - streams, rivers, lakes",TRUE
815,1969,,Stagnant water pool on ukwu road in abia state. The road there are also very terrible and requires urgent attention ,http://rrci.rarare.com/photos/1969.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk2OS4xLm1vYmlsZS5qcGVn,7.521659851,5.44474268,stagnant water pool,flooding,lack of healthcare in my locale,risk of disease outbreak,"pollution - streams, rivers, lakes",TRUE
816,1968,,"Road of Kasmo area in oke Baale street, osogbo, osun state is in a terrible state and is making the life of residents very hard. ",http://rrci.rarare.com/photos/1968.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk2OC4xLm1vYmlsZS5qcGVn,4.581173897,7.772341251,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,FALSE
817,1967,,"Road of Kasmo area in oke Baale street, osogbo, osun state is in a terrible state and is making the life of residents very hard. ",http://rrci.rarare.com/photos/1967.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk2Ny4xLm1vYmlsZS5qcGVn,4.581173897,7.772341251,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,FALSE
818,1966,,"Road of Kasmo area in oke Baale street, osogbo, osun state is in a terrible state and is making the life of residents very hard. ",http://rrci.rarare.com/photos/1966.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk2Ni4xLm1vYmlsZS5qcGVn,4.581173897,7.772341251,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,FALSE
819,1965,,Road leading to egbeda from akowonjo roundabout is bad and full of potholes ,http://rrci.rarare.com/photos/1965.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk2NS4xLm1vYmlsZS5qcGVn,3.291734457,6.600417614,potholes - safety hazard,abandoned car,defective public transport,illegal road block,defective roadworks,FALSE
820,1964,,Road leading to egbeda from akowonjo roundabout is bad and full of potholes ,http://rrci.rarare.com/photos/1964.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk2NC4xLm1vYmlsZS5qcGVn,3.291734457,6.600417614,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,FALSE
821,1963,,Road leading to egbeda from akowonjo roundabout is bad and full of potholes ,http://rrci.rarare.com/photos/1963.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk2My4xLm1vYmlsZS5qcGVn,3.291734457,6.600417614,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,FALSE
822,1962,,Gutters in egbeda bustop are dirty with refuse plus stagnant water ,http://rrci.rarare.com/photos/1962.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk2Mi4xLm1vYmlsZS5qcGVn,3.291734457,6.600417614,stagnant water pool,flooding,lack of healthcare in my locale,risk of disease outbreak,"pollution - streams, rivers, lakes",FALSE
823,1961,,Gutters in egbeda bustop are dirty with refuse plus stagnant water ,http://rrci.rarare.com/photos/1961.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk2MS4xLm1vYmlsZS5qcGVn,3.291734457,6.600417614,stagnant water pool,flooding,lack of healthcare in my locale,risk of disease outbreak,"pollution - streams, rivers, lakes",FALSE
824,1960,,Gutters in egbeda bustop are dirty with refuse plus stagnant water ,http://rrci.rarare.com/photos/1960.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk2MC4xLm1vYmlsZS5qcGVn,3.291734457,6.600417614,stagnant water pool,flooding,lack of healthcare in my locale,risk of disease outbreak,"pollution - streams, rivers, lakes",FALSE
825,1959,,Heavy pile of refuse at egbeda bustop ,http://rrci.rarare.com/photos/1959.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk1OS4xLm1vYmlsZS5qcGVn,3.291734457,6.600417614,waste management,poor healthcare facilities,burst water pipe,lack of healthcare in my locale,public locale is dirty,FALSE
826,1958,,Road leading to egbeda from akowonjo roundabout is bad and full of potholes ,http://rrci.rarare.com/photos/1958.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk1OC4xLm1vYmlsZS5qcGVn,3.290707827,6.591449261,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,FALSE
827,1957,,Road leading to egbeda from akowonjo roundabout is bad and full of potholes ,http://rrci.rarare.com/photos/1957.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk1Ny4xLm1vYmlsZS5qcGVn,3.290707827,6.591449261,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,FALSE
828,1956,,Heap of refuse dumped at bakery bustop ,http://rrci.rarare.com/photos/1956.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk1Ni4xLm1vYmlsZS5qcGVn,3.295777798,6.600124359,waste management,poor healthcare facilities,burst water pipe,lack of healthcare in my locale,public locale is dirty,FALSE
829,1955,,Heap of refuse dumped at bakery bustop ,http://rrci.rarare.com/photos/1955.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk1NS4xLm1vYmlsZS5qcGVn,3.295777798,6.600124359,waste management,poor healthcare facilities,burst water pipe,lack of healthcare in my locale,public locale is dirty,FALSE
830,1954,,Heap of refuse dumped at bakery bustop ,http://rrci.rarare.com/photos/1954.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk1NC4xLm1vYmlsZS5qcGVn,3.295777798,6.600124359,waste management,poor healthcare facilities,burst water pipe,lack of healthcare in my locale,public locale is dirty,FALSE
831,1953,,"Gutter opposite first royal filling station egbeda is full of refuse and stagnat water, it needs urgent attention as it can cause diseases in the area ",http://rrci.rarare.com/photos/1953.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk1My4xLm1vYmlsZS5qcGVn,3.294096947,6.599254131,stagnant water pool,flooding,lack of healthcare in my locale,risk of disease outbreak,"pollution - streams, rivers, lakes",FALSE
832,1952,,"Gutter opposite first royal filling station egbeda is full of refuse and stagnat water, it needs urgent attention as it can cause diseases in the area ",http://rrci.rarare.com/photos/1952.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk1Mi4xLm1vYmlsZS5qcGVn,3.294096947,6.599254131,stagnant water pool,flooding,lack of healthcare in my locale,risk of disease outbreak,"pollution - streams, rivers, lakes",FALSE
833,1951,,"Gutter opposite first royal filling station egbeda is full of refuse and stagnat water, it needs urgent attention as it can cause diseases in the area ",http://rrci.rarare.com/photos/1951.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk1MS4xLm1vYmlsZS5qcGVn,3.294096947,6.599254131,stagnant water pool,flooding,lack of healthcare in my locale,risk of disease outbreak,"pollution - streams, rivers, lakes",FALSE
834,1950,,"Gutter opposite first royal filling station egbeda is full of refuse and stagnat water, it needs urgent attention as it can cause diseases in the area ",http://rrci.rarare.com/photos/1950.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk1MC4xLm1vYmlsZS5qcGVn,3.294096947,6.599254131,stagnant water pool,flooding,lack of healthcare in my locale,risk of disease outbreak,"pollution - streams, rivers, lakes",FALSE
835,1949,,The road leading to egbeda from akowonjo roundabout is bad and full of potholes ,http://rrci.rarare.com/photos/1949.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk0OS4xLm1vYmlsZS5qcGVn,3.295777798,6.600124359,potholes - safety hazard,abandoned car,defective public transport,illegal road block,defective roadworks,FALSE
836,1948,,The road leading to egbeda from akowonjo roundabout is bad and full of potholes ,http://rrci.rarare.com/photos/1948.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk0OC4xLm1vYmlsZS5qcGVn,3.295777798,6.600124359,potholes - safety hazard,abandoned car,defective public transport,illegal road block,defective roadworks,FALSE
837,1947,,Dirty gutter with stagnant water in bakery bustop egbeda ,http://rrci.rarare.com/photos/1947.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk0Ny4xLm1vYmlsZS5qcGVn,3.295777798,6.600124359,stagnant water pool,flooding,lack of healthcare in my locale,risk of disease outbreak,"pollution - streams, rivers, lakes",FALSE
838,1946,,Dirty gutter with stagnant water in bakery bustop egbeda ,http://rrci.rarare.com/photos/1946.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk0Ni4xLm1vYmlsZS5qcGVn,3.295777798,6.600124359,stagnant water pool,flooding,lack of healthcare in my locale,risk of disease outbreak,"pollution - streams, rivers, lakes",FALSE
839,1945,,Dirty gutter with stagnant water in bakery bustop egbeda ,http://rrci.rarare.com/photos/1945.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk0NS4xLm1vYmlsZS5qcGVn,3.295777798,6.600124359,stagnant water pool,flooding,lack of healthcare in my locale,risk of disease outbreak,"pollution - streams, rivers, lakes",FALSE
840,1944,,Pile of refuse and dirty gutter in miccom bustop ,http://rrci.rarare.com/photos/1944.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk0NC4xLm1vYmlsZS5qcGVn,3.296791553,6.600570679,rubbish on the street,risk of disease outbreak,waste management,public locale is dirty,dead animal,FALSE
841,1943,,Pile of refuse opposite rccg faith mega area in miccom akowonjo ,http://rrci.rarare.com/photos/1943.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk0My4xLm1vYmlsZS5qcGVn,3.296791553,6.600570679,rubbish on the street,risk of disease outbreak,waste management,public locale is dirty,dead animal,FALSE
842,1942,,Pile of refuse dumped at the main road And it is stinking the whole place up. ,http://rrci.rarare.com/photos/1942.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk0Mi4xLm1vYmlsZS5qcGVn,3.283849478,6.58098793,rubbish on the street,risk of disease outbreak,waste management,public locale is dirty,dead animal,FALSE
843,1941,,5th avenue road in gowon estate egbeda is in a terrible state ,http://rrci.rarare.com/photos/1941.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk0MS4xLm1vYmlsZS5qcGVn,3.291426897,6.600734234,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
844,1940,,5th avenue road in gowon estate egbeda is in a terrible state ,http://rrci.rarare.com/photos/1940.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTk0MC4xLm1vYmlsZS5qcGVn,3.291426897,6.600734234,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
845,1939,,5th avenue road in gowon estate egbeda is in a terrible state ,http://rrci.rarare.com/photos/1939.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTkzOS4xLm1vYmlsZS5qcGVn,3.291426897,6.600734234,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
846,1938,,5th avenue road in gowon estate egbeda is in a terrible state and there are heap of refuse there ,http://rrci.rarare.com/photos/1938.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTkzOC4xLm1vYmlsZS5qcGVn,3.291426897,6.600734234,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
847,1937,,5th avenue road in gowon estate egbeda is in a terrible state ,http://rrci.rarare.com/photos/1937.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTkzNy4xLm1vYmlsZS5qcGVn,3.291426897,6.600734234,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
848,1936,,5th avenue road in gowon estate egbeda is in a terrible state ,http://rrci.rarare.com/photos/1936.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTkzNi4xLm1vYmlsZS5qcGVn,3.291426897,6.600734234,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
849,1935,,5th avenue road in gowon estate egbeda is in a terrible state ,http://rrci.rarare.com/photos/1935.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTkzNS4xLm1vYmlsZS5qcGVn,3.291426897,6.600734234,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
850,1934,,5th avenue road in gowon estate egbeda is in a terrible state ,http://rrci.rarare.com/photos/1934.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTkzNC4xLm1vYmlsZS5qcGVn,3.291426897,6.600734234,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
